,AAPL,GOOGL,MSFT,AMZN,META,TSLA,NVDA,PYPL,ADBE,INTC
22,143.6699981689453,135.6334991455078,284.07000732421875,166.30274963378906,340.8399963378906,260.8766784667969,206.82000732421875,259.80999755859375,578.2139282226562,53.5099983215332
23,143.05999755859375,134.50650024414062,283.0899963378906,165.19448852539062,339.57000732421875,257.9100036621094,205.25,257.6199951171875,576.97998046875,53.36149978637695
24,143.0,134.48001098632812,284.42999267578125,165.25,340.0950012207031,257.7900085449219,205.52999877929688,257.85418701171875,577.47998046875,53.31999969482422
25,143.80999755859375,134.79550170898438,286.2799987792969,166.14999389648438,341.3450012207031,260.11334228515625,206.78480529785156,258.9599914550781,582.8200073242188,53.6349983215332
26,143.57000732421875,134.95849609375,285.4898986816406,166.0500030517578,341.364990234375,261.4268493652344,206.52000427246094,260.17999267578125,581.5850219726562,53.75
27,142.83999633789062,134.35299682617188,284.0,165.1374969482422,339.6400146484375,260.4333190917969,205.1699981689453,259.07000732421875,577.760009765625,53.505001068115234
28,143.03500366210938,134.89498901367188,287.75,165.44686889648438,341.48980712890625,261.6399841308594,208.86000061035156,261.7799987792969,583.2000122070312,53.6349983215332
29,143.02999877929688,135.0885009765625,286.3393859863281,165.5625,342.0,262.4100036621094,209.3000030517578,261.3550109863281,580.4000244140625,53.779998779296875
30,141.4600067138672,134.03274536132812,282.45001220703125,164.08175659179688,339.5400085449219,259.7799987792969,207.39999389648438,259.4700012207031,574.3400268554688,53.41999816894531
31,141.8249969482422,134.572998046875,282.5899963378906,164.73529052734375,339.4700012207031,261.0666809082031,207.63999938964844,260.9849853515625,575.1303100585938,53.51499938964844
32,142.65499877929688,135.16200256347656,284.3399963378906,165.52700805664062,341.7799987792969,262.1666564941406,209.11839294433594,262.8599853515625,578.5700073242188,53.599998474121094
33,142.71499633789062,134.65249633789062,283.8399963378906,165.229248046875,341.2300109863281,259.8086853027344,208.69000244140625,261.75,578.2750244140625,53.61000061035156
34,141.32000732421875,133.55599975585938,281.69000244140625,164.33050537109375,339.239990234375,258.3733215332031,207.13999938964844,260.2099914550781,575.6400146484375,53.2599983215332
35,139.52999877929688,134.1999969482422,282.73199462890625,163.3199920654297,339.42498779296875,254.9666748046875,202.63499450683594,260.45001220703125,569.9249877929688,53.13999938964844
36,140.00999450683594,135.60501098632812,285.8999938964844,163.99749755859375,343.2145080566406,258.9033508300781,204.71009826660156,263.17999267578125,574.0900268554688,53.36000061035156
37,140.5059051513672,135.6175079345703,286.30999755859375,163.4720001220703,343.25,257.3333435058594,204.42999267578125,263.17999267578125,572.4600219726562,53.459999084472656
38,140.7794952392578,135.7949981689453,286.5899963378906,163.61500549316406,343.1708068847656,256.9333190917969,204.55999755859375,263.32000732421875,574.2000122070312,53.59000015258789
39,141.57000732421875,136.3604278564453,287.3717041015625,163.4844970703125,343.7900085449219,257.2033386230469,205.61000061035156,264.1300048828125,574.6400146484375,53.810001373291016
40,142.25,136.5594940185547,288.7900085449219,163.9709930419922,344.1000061035156,257.4666748046875,206.6999969482422,264.82000732421875,578.77001953125,53.929901123046875
41,142.66000366210938,136.49649047851562,289.1000061035156,164.1584930419922,343.0,258.4066467285156,207.4199981689453,264.5400085449219,577.3400268554688,53.86000061035156
42,139.8800048828125,132.46099853515625,283.2085876464844,160.49649047851562,329.5299987792969,264.9066467285156,199.42999267578125,253.88999938964844,562.3400268554688,53.900001525878906
43,139.08999633789062,131.7314910888672,282.5199890136719,159.7375030517578,327.3800048828125,262.8500061035156,198.99000549316406,252.22999572753906,558.989990234375,53.97999954223633
44,138.52999877929688,131.9977569580078,281.3699951171875,159.4290771484375,324.0799865722656,261.1009826660156,197.97999572753906,252.60000610351562,555.0,53.939998626708984
45,138.55999755859375,132.1614990234375,280.92999267578125,159.39749145507812,323.8599853515625,260.4067077636719,196.75,252.875,553.3499755859375,53.68000030517578
46,138.7519073486328,133.09414672851562,282.05999755859375,159.5240020751953,323.55499267578125,260.6666564941406,196.6199951171875,254.4199981689453,556.6599731445312,53.540000915527344
47,138.5850067138672,132.96099853515625,282.010009765625,158.88949584960938,323.6549987792969,260.46343994140625,195.9199981689453,253.6999969482422,556.4349975585938,53.3849983215332
48,139.1699981689453,133.7635040283203,283.1400146484375,159.58499145507812,326.32000732421875,260.5466613769531,197.36000061035156,255.02000427246094,558.5800170898438,53.5099983215332
49,139.8699951171875,135.6009979248047,286.7200012207031,162.20050048828125,329.6499938964844,262.98834228515625,202.07009887695312,257.70001220703125,564.1300048828125,53.86000061035156
50,141.10000610351562,135.95700073242188,288.2401123046875,162.50949096679688,331.63531494140625,262.1066589355469,203.97999572753906,259.1499938964844,567.9299926757812,53.915000915527344
51,141.78500366210938,136.59849548339844,289.55999755859375,162.72450256347656,334.1050109863281,260.5316467285156,205.24000549316406,261.5909118652344,569.0,54.040000915527344
